Objekt	Date	CleaningType
BBT 309	2019-04-24	Syradisk
BBT 320	2019-04-24	Syradisk
BBT 314	2019-04-25	Syradisk
BBT 310	2019-04-25	Lutdisk
BBT 316	2019-04-25	Lutdisk
BBT 323	2019-04-26	Lutdisk
BBT 321	2019-04-26	Syradisk
BBT 322	2019-04-28	Lutdisk
BBT 305	2019-04-29	Syradisk
BBT 323	2019-04-29	Syradisk
BBT 318	2019-04-30	Syradisk
BBT 309	2019-04-30	Lutdisk
BBT 304	2019-04-30	Syradisk
Filtret Sterilning	2019-04-30	Genomförd
BBT 324	2019-05-01	Syradisk
BBT 309	2019-05-01	Syradisk
BBT 310	2019-05-01	Syradisk
BBT 304	2019-05-01	Syradisk
BBT 322	2019-05-01	Syradisk
BBT 314	2019-05-02	Lutdisk
BBT 315	2019-05-02	Lutdisk
BBT 325	2019-05-02	Syradisk
BBT 306	2019-05-02	Syradisk
BBT 316	2019-05-02	Syradisk
BBT 321	2019-05-02	Lutdisk
BBT 322	2019-05-02	Syradisk
BBT 308	2019-05-02	Lutdisk
BBT 317	2019-05-03	Syradisk
T34	2019-05-05	Syradisk
Filtret-Veckoavslut	2019-05-05	Lutsterilning
T45	2019-05-05	Lutdisk
BBT 312	2019-05-05	Lutdisk
BBT 313	2019-05-06	Lutdisk
BBT 311	2019-05-06	Syradisk
BBT 317	2019-05-06	Syradisk
BBT 324	2019-05-06	Syradisk
BBT 316	2019-05-06	Syradisk
BBT 305	2019-05-06	Lutdisk
BBT 323	2019-05-06	Syradisk
BBT 318	2019-05-07	Syradisk
BBT 307	2019-05-08	Syradisk
BBT 310	2019-05-08	Syradisk
BBT 325	2019-05-08	Lutdisk
BBT 308	2019-05-09	Syradisk
BBT 320	2019-05-09	Lutdisk
BBT 315	2019-05-09	Syradisk
BBT 304	2019-05-09	Syradisk
BBT 322	2019-05-09	Syradisk
BBT 310	2019-05-09	Syradisk
BBT 317	2019-05-09	Syradisk
BBT 305	2019-05-10	Syradisk
BBT 306	2019-05-10	Lutdisk
BBT 325	2019-05-10	Syradisk
BBT 312	2019-05-10	Syradisk
BBT 309	2019-05-13	Syradisk
BBT 307	2019-05-14	Lutdisk
BBT 314	2019-05-15	Syradisk
BBT 310	2019-05-15	Lutdisk
BBT 308	2019-05-15	Syradisk
BBT 311	2019-05-15	Lutdisk
BBT 320	2019-05-15	Syradisk
BBT 305	2019-05-16	Lutdisk
BBT 324	2019-05-16	Lutdisk
BBT 325	2019-05-16	Syradisk
BBT 318	2019-05-16	Lutdisk
BBT 311	2019-05-17	Syradisk
Kontrollera BBT:er i Citect	2019-05-17	Genomförd
Aldox	2019-05-17	Syradisk
Vattenfilter	2019-05-17	Genomförd
Filtret-Veckoavslut	2019-05-17	Lutsterilning
Maltax	2019-05-17	Rengjord
Filtret Sterilning	2019-05-17	Genomförd
Gurtank T66	2019-05-17	Syradisk
T34	2019-05-18	Lutdisk
T45	2019-05-18	Syradisk
BBT 314	2019-05-18	Lutdisk
BBT 315	2019-05-18	Syradisk
InternCIP av TrycktanksCIP-tankar	2019-05-18	Genomförd
BBT 324	2019-05-19	Syradisk
BBT 306	2019-05-19	Syradisk
BBT 325	2019-05-20	Syradisk
BBT 311	2019-05-20	Syradisk
BBT 310	2019-05-20	Syradisk
BBT 312	2019-05-20	Syradisk
BBT 322	2019-05-21	Lutdisk
